2367	2026-08-29T13:24:30Z		feat: implement product-led adoption foundation	## Summary Implements the product-led adoption foundation for Counterfact: a measurable 90-day program, privacy-preserving CLI activation telemetry, a stronger homepage activation path, runnable React/Vite and Playwright examples, and CI that keeps those examples working. This revision moves framewo
2365	2026-08-29T12:33:19Z	2026-09-02T11:26:31Z	Fix OpenAPI watch input classification and overlay hot reload	## Summary - add a shared `@counterfact/openapi` source classifier that recognizes parsed HTTP(S) URLs, converts `file:` URLs to local paths, preserves NUL rejection, and keeps ordinary names such as `httpspec.yaml` local - make runtime and generator watchers observe every unique local OpenAPI input
2364	2026-08-29T12:23:27Z		fix(deps): update dependency @apidevtools/json-schema-ref-parser to v16.0.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@apidevtools/json-schema-ref-parser](https://apidevtools.com/json-schema-ref-parser/) ([source](htt
2362	2026-08-29T12:20:25Z		fix(runtime): validate implicit 200 responses	## Summary - validate handler responses that omit `status` against the OpenAPI `200` response definition - preserve explicit-status and `default` response behavior - cover the regression through focused runtime tests and the shipped CLI journey - document the implicit-success validation rule and rel
2361	2026-08-29T11:43:47Z		test(repl): raise mutation score to 80%	## Summary - Add REPL behavior tests for root proxy messaging and deterministic proxy-status ordering. - Cover dot-path rejection, scenario failures, and unavailable multi-API route bindings. - Raise the REPL incremental mutation score from 78.05% to 80.08% (418/522 detected mutants). ## Validation 
2360	2026-08-29T02:40:57Z	2026-08-29T02:50:30Z	fix(deps): update dependency astro to v7.2.7	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [astro](https://astro.build) ([source](https://redirect.github.com/withastro/astro/tree/HEAD/package
2359	2026-08-29T02:40:47Z	2026-08-29T02:50:30Z	chore(deps): update dependency eslint-plugin-jest to v29.16.2	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-jest](https://redirect.github.com/jest-community/eslint-plugin-jest) | [`29.16.1` → `
2356	2026-08-28T13:42:01Z	2026-08-28T13:56:49Z	fix(deps): update dependency posthog-node to v5.51.2	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2355	2026-08-28T13:41:26Z	2026-08-28T14:05:29Z	fix(release): allow version script to update lockfile on CI	## Summary Fix the Release workflow failure after `changeset version` updates internal workspace versions. On GitHub Actions, Yarn enables immutable installs by default, so the lockfile-refresh install in `release:version` failed with `YN0028`. The version script now passes `--no-immutable` for that
2354	2026-08-28T12:48:02Z	2026-08-28T13:02:37Z	fix(deps): update dependency js-yaml to v5.4.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [js-yaml](https://redirect.github.com/nodeca/js-yaml) | [`5.3.0` → `5.4.0`](https://renovatebot.com/
2353	2026-08-28T12:47:38Z	2026-08-28T13:25:41Z	fix(ci): enable automatic npm publication	## Summary Enable the Release workflow to publish merged package versions automatically on pushes to `main` when no pending changesets remain. Manual dispatch remains available as a retry/recovery path. The existing npm trusted-publishing environment, OIDC permission, verified build, and provenance 
2352	2026-08-28T00:08:45Z	2026-08-28T00:17:47Z	chore(deps): update typescript-eslint monorepo to v8.68.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@typescript-eslint/eslint-plugin](https://typescript-eslint.io/packages/eslint-plugin) ([source](ht
2351	2026-08-28T00:08:33Z	2026-08-28T00:17:30Z	chore(deps): update dependency eslint to v10.9.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint](https://eslint.org) ([source](https://redirect.github.com/eslint/eslint)) | [`10.9.0` → `10
2350	2026-08-27T18:27:18Z	2026-08-27T18:41:37Z	fix(deps): update dependency posthog-node to v5.51.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2349	2026-08-27T18:20:47Z	2026-08-27T18:32:33Z	fix(deps): update dependency astro to v7.2.6	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [astro](https://astro.build) ([source](https://redirect.github.com/withastro/astro/tree/HEAD/package
2347	2026-08-24T21:31:14Z	2026-08-24T21:41:04Z	fix logo on the home page	
2345	2026-08-24T20:53:37Z	2026-08-24T21:03:35Z	fix(site): refresh satteri lockfile entries	## Summary - Refresh `site/package-lock.json` so the transitive `satteri` dependency resolves to the currently published `0.10.5` package set. - Add the missing Darwin ARM64 and Linux x64 musl optional packages required by clean `npm ci` installs. ## Why The Pages deployment for PR #2337 failed duri
2344	2026-08-24T19:58:17Z		feat: clarify CLI startup output	## Summary Replace Counterfact’s large ASCII startup banner and random tagline with a compact, color-coded startup flow that explains what the CLI is doing and leaves a clear readiness summary. Interactive terminals now show: - muted progress indicators while Counterfact loads and prepares the mock;
2343	2026-08-24T19:58:08Z	2026-08-24T20:14:03Z	fix(deps): update dependency posthog-node to v5.50.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2342	2026-08-24T18:15:14Z	2026-08-24T18:34:06Z	chore(deps): update dependency eslint to v10.9.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint](https://eslint.org) ([source](https://redirect.github.com/eslint/eslint)) | [`10.8.1` → `10
2341	2026-08-24T18:10:04Z	2026-08-24T18:19:29Z	chore(deps): update dependency @typescript-eslint/utils to v8.68.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@typescript-eslint/utils](https://typescript-eslint.io/packages/utils) ([source](https://redirect.g
2340	2026-08-23T21:59:40Z	2026-08-23T22:12:40Z	fix(deps): update dependency posthog-node to v5.49.2	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2339	2026-08-23T02:34:01Z	2026-08-28T04:46:24Z	Version Packages	This PR was opened by the [Changesets release](https://github.com/changesets/action) GitHub action. When you're ready to do a release, you can merge this and publish to npm yourself or [setup this action to publish automatically](https://github.com/changesets/action#with-publishing). If you're not r
2338	2026-08-23T02:23:54Z	2026-08-23T02:32:22Z	fix(ci): bootstrap release preflight directly	## Summary - Fix release CI preflight job to run the preflight script directly so Yarn bootstrap happens in-process before checks. - Resolves missing install-state in GitHub Actions release workflow. ## Validation - Verified on temp run: Yarn install + release preflight checks pass and no publish oc
2335	2026-08-22T22:24:09Z	2026-08-22T22:44:02Z	fix: harden OpenAPI routing and lifecycle cleanup	## Summary - prevent generated route paths and repository keys from escaping the output directory - enforce URL segment boundaries and HTTP header case-insensitivity across routing, validation, coercion, and response generation - safely encode client path parameters, inherit path-item parameters, an
2334	2026-08-22T20:41:23Z	2026-08-22T20:50:51Z	fix(deps): update astro monorepo to ^7.2.3	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@astrojs/markdown-remark](https://astro.build) ([source](https://redirect.github.com/withastro/astr
2333	2026-08-22T13:02:14Z	2026-08-22T13:11:32Z	chore(deps): update changesets/action action to v2.1.1	This PR contains the following updates: | Package | Type | Update | Change | |---|---|---|---| | [changesets/action](https://redirect.github.com/changesets/action) | action | patch | `v2.1.0` → `v2.1.1` | --- ### Release Notes <details> <summary>changesets/action (changesets/action)</summary> ### [`
2332	2026-08-22T10:42:24Z	2026-08-22T10:51:17Z	chore(deps): update dependency @swc/core to v1.16.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@swc/core](https://swc.rs) ([source](https://redirect.github.com/swc-project/swc/tree/HEAD/packages
2331	2026-08-22T10:42:21Z	2026-08-22T10:51:00Z	chore(deps): update dependency @changesets/cli to v3.0.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@changesets/cli](https://changesets.dev) ([source](https://redirect.github.com/changesets/changeset
2330	2026-08-21T20:12:16Z	2026-08-21T20:21:35Z	fix(deps): update astro monorepo to ^7.2.2	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@astrojs/markdown-remark](https://astro.build) ([source](https://redirect.github.com/withastro/astr
2329	2026-08-20T11:16:01Z	2026-08-20T11:25:13Z	chore(deps): update dependency linkinator to v8.0.4	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [linkinator](https://redirect.github.com/JustinBeckwith/linkinator) | [`8.0.3` → `8.0.4`](https://re
2328	2026-08-20T01:40:34Z	2026-08-20T01:54:20Z	fix(deps): update dependency posthog-node to v5.49.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2327	2026-08-20T01:01:19Z	2026-08-20T01:10:59Z	chore(deps): update stryker-js monorepo to v10	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@stryker-mutator/core](https://stryker-mutator.io/) ([source](https://redirect.github.com/stryker-m
2326	2026-08-20T00:43:24Z	2026-08-20T00:52:26Z	chore(deps): update actions/upload-artifact action to v7	This PR contains the following updates: | Package | Type | Update | Change | |---|---|---|---| | [actions/upload-artifact](https://redirect.github.com/actions/upload-artifact) | action | major | `v6` → `v7` | --- ### Release Notes <details> <summary>actions/upload-artifact (actions/upload-artifact)<
2325	2026-08-20T00:43:22Z	2026-08-20T19:24:55Z	chore(deps): update actions/cache action to v6	This PR contains the following updates: | Package | Type | Update | Change | |---|---|---|---| | [actions/cache](https://redirect.github.com/actions/cache) | action | major | `v5` → `v6` | --- ### Release Notes <details> <summary>actions/cache (actions/cache)</summary> ### [`v6.1.0`](https://redirec
2323	2026-08-19T23:56:03Z	2026-08-20T00:34:31Z	test: migrate black-box coverage to Cucumber journeys	## Summary - Replace the pre-migration 32-test direct black-box inventory with exactly five named pytest-bdd/Cucumber developer journeys. - Centralize scenario-scoped temporary projects, CLI processes, dynamic ports, HTTP polling, PTY transcripts, diagnostics, and teardown. - Preserve distinct CLI, 
2320	2026-08-18T16:58:00Z		chore(deps): update changesets/action action to v2	This PR contains the following updates: | Package | Type | Update | Change | Pending | |---|---|---|---|---| | [changesets/action](https://redirect.github.com/changesets/action) | action | major | `v1.9.0` → `v2.1.0` | `v2.1.1` | --- ### Release Notes <details> <summary>changesets/action (changesets
2319	2026-08-18T16:54:23Z	2026-08-18T17:07:35Z	Only run black box tests on Windows	CI takes a long time to run on Windows. Any Windows-specific failures should be caught by the black box tests, so skip all of the other tests. 
2318	2026-08-18T16:03:56Z	2026-08-18T16:54:17Z	chore: repair monorepo release preparation	## Summary - restore compatibility between `changesets/action` and the repository's installed Changesets CLI - keep the established `version` and `publish` workflow inputs by pinning the compatible official action release - remove 13 obsolete release notes for root-only tooling, the private site, ab
2317	2026-08-18T15:48:14Z		feat: add HTTP response chaos rules	## Summary - add runtime-owned `ChaosRule` and `ChaosRegistry` APIs for HTTP-response fault injection - expose one server-level registry through every dispatcher and the live REPL, including multi-API simulators - support bounded/probabilistic faults, status, delay, case-insensitive header mutation,
2316	2026-08-18T14:54:14Z		fix(runtime): reload atomic store replacements	## Summary - make StoreLoader resilient to editor-style atomic replacements of `_.store.ts` - coalesce shallow directory events, then reload only when the store source content changes - preserve the live store object and last-good state across replacements and broken reloads - supersedes #2292 with 
2314	2026-08-17T19:03:05Z	2026-08-17T19:16:14Z	chore(deps): update dependency @swc/core to v1.16.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@swc/core](https://swc.rs) ([source](https://redirect.github.com/swc-project/swc/tree/HEAD/packages
2313	2026-08-17T13:15:20Z	2026-08-20T00:52:08Z	fix(deps): update dependency js-yaml to v5.3.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [js-yaml](https://redirect.github.com/nodeca/js-yaml) | [`5.2.3` → `5.3.0`](https://renovatebot.com/
2312	2026-08-17T13:06:00Z	2026-08-17T13:19:00Z	fix(deps): update dependency @apidevtools/json-schema-ref-parser to v16	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@apidevtools/json-schema-ref-parser](https://apidevtools.com/json-schema-ref-parser/) ([source](htt
2311	2026-08-17T06:15:26Z	2026-08-17T06:26:57Z	fix(deps): update dependency open to v11.0.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [open](https://redirect.github.com/sindresorhus/open) | [`11.0.0` → `11.0.1`](https://renovatebot.co
2310	2026-08-17T06:15:16Z		fix(deps): update dependency @apidevtools/json-schema-ref-parser to v15.5.2 - abandoned	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@apidevtools/json-schema-ref-parser](https://apidevtools.com/json-schema-ref-parser/) ([source](htt
2309	2026-08-17T02:46:14Z	2026-08-20T00:53:31Z	fix(deps): update dependency astro to v7.2.2	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [astro](https://astro.build) ([source](https://redirect.github.com/withastro/astro/tree/HEAD/package
2308	2026-08-16T18:13:04Z	2026-08-16T18:21:01Z	chore(deps): update changesets/action action to v2.1.0	This PR contains the following updates: | Package | Type | Update | Change | |---|---|---|---| | [changesets/action](https://redirect.github.com/changesets/action) | action | minor | `v2.0.0` → `v2.1.0` | --- ### Release Notes <details> <summary>changesets/action (changesets/action)</summary> ### [`
2307	2026-08-16T09:02:42Z	2026-08-20T00:56:03Z	chore(deps): update dependency eslint-plugin-regexp to v3.2.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-regexp](https://redirect.github.com/ota-meshi/eslint-plugin-regexp) | [`3.1.1` → `3.2
2306	2026-08-15T12:11:40Z	2026-08-15T12:24:05Z	chore(deps): update dependency eslint-plugin-jest to v29.16.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-jest](https://redirect.github.com/jest-community/eslint-plugin-jest) | [`29.16.0` → `
2305	2026-08-15T01:43:09Z	2026-08-20T02:08:39Z	chore(deps): update dependency @changesets/cli to v3	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@changesets/cli](https://changesets.dev) ([source](https://redirect.github.com/changesets/changeset
2304	2026-08-14T23:49:16Z	2026-08-14T23:57:58Z	chore(deps): update changesets/action action to v2	This PR contains the following updates: | Package | Type | Update | Change | Pending | |---|---|---|---|---| | [changesets/action](https://redirect.github.com/changesets/action) | action | major | `v1` → `v2.0.0` | `v2.1.0` | --- ### Release Notes <details> <summary>changesets/action (changesets/act
2303	2026-08-14T23:49:06Z	2026-08-15T00:01:43Z	fix(deps): update dependency astro to v7.2.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [astro](https://astro.build) ([source](https://redirect.github.com/withastro/astro/tree/HEAD/package
2302	2026-08-13T21:27:58Z	2026-08-13T21:39:54Z	chore(deps): update typescript-eslint monorepo to v8.67.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@typescript-eslint/eslint-plugin](https://typescript-eslint.io/packages/eslint-plugin) ([source](ht
2300	2026-08-13T15:26:07Z	2026-08-13T15:38:01Z	fix(deps): update dependency recast to v0.24.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [recast](https://redirect.github.com/benjamn/recast) | [`0.23.19` → `0.24.0`](https://renovatebot.co
2299	2026-08-12T08:55:07Z	2026-08-12T09:09:45Z	Update dependency eslint-plugin-n to v18.3.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-n](https://redirect.github.com/eslint-community/eslint-plugin-n) | [`18.2.2` → `18.3.
2298	2026-08-11T02:24:34Z	2026-08-11T02:37:18Z	Update dependency eslint to v10.8.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint](https://eslint.org) ([source](https://redirect.github.com/eslint/eslint)) | [`10.8.0` → `10
2297	2026-08-10T18:08:38Z	2026-08-10T18:17:43Z	Update dependency @typescript-eslint/utils to v8.67.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@typescript-eslint/utils](https://typescript-eslint.io/packages/utils) ([source](https://redirect.g
2296	2026-08-09T21:37:14Z	2026-08-09T21:50:12Z	Update typescript-eslint monorepo to v8.66.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [@typescript-eslint/eslint-plugin](https://typescript-eslint.io/packages/eslint-plugin) ([source](ht
2295	2026-08-09T17:59:29Z	2026-08-09T18:11:45Z	Update dependency astro to v7.2.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [astro](https://astro.build) ([source](https://redirect.github.com/withastro/astro/tree/HEAD/package
2294	2026-08-07T19:40:35Z	2026-08-20T01:05:42Z	Update dependency posthog-node to v5.47.10	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [posthog-node](https://redirect.github.com/PostHog/posthog-js) ([source](https://redirect.github.com
2293	2026-08-06T06:12:26Z		Update dependency tsx to v4.23.5 - abandoned	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [tsx](https://tsx.hirok.io) ([source](https://redirect.github.com/privatenumber/tsx)) | [`4.23.4` → 
2291	2026-08-05T15:16:40Z		Update dependency typescript to v7	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [typescript](https://www.typescriptlang.org/) ([source](https://redirect.github.com/microsoft/TypeSc
2290	2026-08-05T15:12:18Z	2026-08-05T15:32:50Z	Update dependency tsx to v4.23.4	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [tsx](https://tsx.hirok.io) ([source](https://redirect.github.com/privatenumber/tsx)) | [`4.23.1` → 
2289	2026-08-05T05:27:46Z	2026-08-05T15:25:29Z	Update dependency eslint-plugin-jest-dom to v5.10.1	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-jest-dom](https://redirect.github.com/testing-library/eslint-plugin-jest-dom) | [`5.9
2288	2026-08-04T21:49:17Z	2026-08-04T22:01:57Z	Update dependency prettier to v3.9.6	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [prettier](https://prettier.io) ([source](https://redirect.github.com/prettier/prettier)) | [`3.9.0`
2286	2026-08-04T13:02:06Z	2026-08-04T13:14:39Z	Update dependency eslint-plugin-jest-dom to v5.9.0	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [eslint-plugin-jest-dom](https://redirect.github.com/testing-library/eslint-plugin-jest-dom) | [`5.7
2285	2026-08-04T12:54:14Z	2026-08-04T21:52:56Z	Update dependency json-schema-faker to v0.6.3	This PR contains the following updates: | Package | Change | [Age](https://docs.renovatebot.com/merge-confidence/) | [Confidence](https://docs.renovatebot.com/merge-confidence/) | |---|---|---|---| | [json-schema-faker](https://json-schema-faker.js.org/) ([source](https://redirect.github.com/json-sc
